TIME,CH1
7.712e-05,0.16
7.7184e-05,0.08
7.7216e-05,0.16
7.7248e-05,0.08
7.728e-05,0.16
7.7312e-05,0.08
7.7344e-05,0.16
7.7408e-05,0.08
7.744e-05,0.16
7.7472e-05,0.08
7.7504e-05,0.16
7.76e-05,0.08
7.7728e-05,0.16
7.7824e-05,0.08
7.792e-05,0.16
7.7952e-05,0.08
7.7984e-05,0.16
7.8016e-05,0.08
7.8048e-05,0.16
7.8144e-05,0.08
7.824e-05,0.16
7.8272e-05,0.08
7.8304e-05,0.16
7.84e-05,0.08
7.8496e-05,0.16
7.8528e-05,0.08
7.856e-05,0.16
7.8688e-05,0.08
7.872e-05,0.16
7.888e-05,0.08
7.8912e-05,0.16
7.92e-05,0.08
7.9264e-05,0.16
7.9424e-05,0.08
7.9456e-05,0.16
7.968e-05,0.08
7.9776e-05,0.16
7.9808e-05,0.08
7.9872e-05,0.16
7.9936e-05,0.08
8e-05,0.16
8.0032e-05,0.08
8.0064e-05,0.16
8.0096e-05,0.08
8.0128e-05,0.16
8.0288e-05,0.08
8.032e-05,0.16
8.0448e-05,0.08
8.048e-05,0.16
8.0512e-05,0.08
8.0576e-05,0.16
8.0608e-05,0.08
8.0672e-05,0.16
8.0736e-05,0.08
8.0768e-05,0.16
8.08e-05,0.08
8.0832e-05,0.16
8.1184e-05,0.08
8.1216e-05,0.16
8.1312e-05,0.08
8.1344e-05,0.16
8.1408e-05,0.08
8.144e-05,0.16
8.1504e-05,0.08
8.1536e-05,0.16
8.1824e-05,0.08
8.1856e-05,0.16
8.1888e-05,0.08
8.192e-05,0.16
8.1952e-05,0.08
8.1984e-05,0.16
8.2144e-05,0.08
8.2272e-05,0.16
8.2304e-05,0.08
8.24e-05,0.16
8.2432e-05,0.08
8.2592e-05,0.16
8.2976e-05,0.08
8.3072e-05,0.16
8.3104e-05,0.08
8.3136e-05,0.16
8.32e-05,0.08
8.3232e-05,0.16
8.3328e-05,0.08
8.3424e-05,0.16
8.3616e-05,0.08
8.3648e-05,0.16
8.3744e-05,0.08
8.3776e-05,0.16
8.3904e-05,0.08
8.3936e-05,0.16
8.4224e-05,0.08
8.4256e-05,0.16
8.4288e-05,0.08
8.432e-05,0.16
8.4448e-05,0.08
8.448e-05,0.16
8.4672e-05,0.08
8.4736e-05,0.16
8.4928e-05,0.08
8.512e-05,0.16
8.5216e-05,0.08
8.5248e-05,0.16
8.544e-05,0.08
8.5472e-05,0.16
8.56e-05,0.08
8.5632e-05,0.16
8.5664e-05,0.08
8.5696e-05,0.16
8.5792e-05,0.08
8.5824e-05,0.16
8.592e-05,0.08
8.5952e-05,0.16
8.5984e-05,0.08
